微博id,发布者,微博正文,原始图片url,被转发微博原始图片url,是否为原创微博,发布位置,发布时间,发布工具,点赞数,转发数,评论数
JoOQot3sD,skywayyyyyyyyyy,skywayyyyyyyyyy:#尚九熙[超话]##尚九熙德云断头台##尚九熙德云斗笑社# 走过路过千万不要错过今晚八点尚老师首次直播👏🏻👏🏻👏🏻项链项链！！！补货补货！！！注意弹幕礼仪！直播文明靠大家🥳  原图 ,无,无,True,无,2020-10-12 10:38,尚九熙超话,6,0,0
JoON6CVRN,娱乐星期九,娱乐星期九:#德云斗笑社#【栾云平&秦霄贤&尚九熙&烧饼&栾云平&张九龄&周九良&秦霄贤】栾云平尚九熙忽悠老秦，几句话吓得孩子瞬间懵逼，师兄弟们都凌乱了！栾云平和尚九熙说的还真有点邪乎，我差点就信了。 娱乐星期九的微博视频  ,无,无,True,无,2020-10-12 10:30,微博网页,3,0,0
JoOMY1Joc,心之昭昭_,心之昭昭_:#尚九熙[超话]#[打call]#尚九熙德云斗笑社# 一切都没关系呀，只要你快乐，那就万事大吉我拿什么拯救我截修的像素图源：德云斗笑社限定营业中🛠：@心之昭昭_ （抱图吱声但今天的好糊啊…  [组图共2张] 原图 ,无,无,True,无,2020-10-12 10:29,尚九熙超话,14,0,5
JoOJyq7Bi,潜心食,潜心食:郑州日式炸物哪家强？在熙地港四楼，终于吃到了心心念的九割丼……#潜心食##老潜吃郑州# 郑州·熙地港(郑州)购物中心 潜心食的微博视频  显示地图 ,无,无,True,#老潜吃郑州#,2020-10-12 10:21,郑州美食超话,24,3,14
JoOIBllO2,CICI多CICI,CICI多CICI:#尚九熙[超话]##尚九熙德云斗笑社##尚九熙德云断头台##尚九熙直播# 我又带着我的猜想来了尚宇直直播化妆尚宇直直播介绍日常护肤品Fashion nine c分享日常衣物饰品护理小常识  原图 ,无,无,True,无,2020-10-12 10:19,尚九熙超话,14,0,0
JoOEkAFnJ,可乐会冒泡-Katrina,可乐会冒泡-Katrina:#尚九熙[超话]#🔹#尚九熙德云斗笑社# “看见你是抑制不住的心动”授权看置顶 ｜抱图吱声  原图 ,无,无,True,无,2020-10-12 10:08,尚九熙超话,37,0,12
JoOAMcQLh,玖蒙子,玖蒙子:九熙台上有句话是“小朋友，叔叔好久都没有吃人啦，哈哈哈哈哈哈哈～～～(*´﹃｀*)”。我昨晚上的感觉就是“小朋友，阿姨好久都没有撕过人啦，哈哈哈哈哈哈哈哈哈～～～(/ω＼)”  ,无,无,True,无,2020-10-12 09:59,微博国际版,0,0,0
JoOxEgKfg,云端上的小兔,云端上的小兔:#尚九熙[超话]#💗#尚九熙德云斗笑社#今晚我崽直播，大家文明弹幕，暖心弹幕，让他知道我们都在，遇到不好的弹幕请疯狂刷下去，不要让那些伤害到尚老师的心情。期待今晚的直播，大家一起努力呀～❤️  原图 ,无,无,True,无,2020-10-12 09:52,尚九熙超话,24,0,5
JoOvsETaW,Vivi-Tsang,Vivi-Tsang:#尚九熙[超话]# 今天看到两句话，我觉得很合适，以前的路我们陪着九熙走过来了，未来的路我们和九熙继续一起前行，我们一起陪九熙走花路，没有花，我们就种花！  原图 ,无,无,True,无,2020-10-12 09:46,尚九熙超话,27,0,8
JoOtdbGVk,你大爷不着调,你大爷不着调:#德云斗笑社#九熙长在我们的笑点上，就是不知道九熙的笑点到底长哪了！ 你大爷不着调的微博视频  ,无,无,True,无,2020-10-12 09:41,微博网页,7,0,2
JoOsyFosl,南宁地产吴总18154543455,南宁地产吴总18154543455:【南宁【融创九熙府】9字头为什么那么便宜？在什么地段？ 项目地址：南宁市青秀区合坡路，融创九熙府买九熙府...】 南宁【融创九熙府】9字头为什么那么便宜？在什么地段？ 项目地址：南宁市青秀区...（分享自 @百度贴吧）#来手机贴吧，看你想看的#  原图 ,无,无,True,无,2020-10-12 09:39,百度贴吧客户端,0,0,0
JoOpn1KnM,星星是小企鹅的大花花,星星是小企鹅的大花花:#尚九熙[超话]#[酷炫街舞给手] #尚九熙德云断头台# 他面带笑意站在他最喜欢的四方台上 周围就都带上了发着光的暖意眼角的褶子是时光的沉淀 台上的肆意是时光的沉淀台下的欢笑是时光的沉淀📷📸：@何柠七 🛠：@星星是小企鹅的大花花 用图问原作者  原图 ,无,无,True,无,2020-10-12 09:31,尚九熙超话,22,0,2
JoOkNlg1i,_Aquarius_KiKi,"转发理由:#尚九熙[超话]# #尚九熙德云斗笑社# 可算是盼来啦 小板凳小瓜子儿备齐坐等[憧憬]  
原始用户: 德云尚九熙宇宙后援团
转发内容: #尚九熙[超话]# [为爱发光]#尚九熙德云斗笑社# [为爱发光]#尚九熙德云断头台# [为爱发光]旻天应钟，奔赴山海盼望着，盼望着，尚老师首次直播来咯！关注腾讯视频「尚九熙」，点关注，不迷路，板凳搬好排排坐，瓜子饮料爆米花都准备好了吗？http://t.cn/A6baUJqv ，上腾讯视频来尚九熙直播间作客吧！[为爱发光]后院温馨提示:心情激动能理解，偏激言论不可取！请各位观众朋友理性看直播，友好互动，适当发弹幕问问题，控制情绪，注意场合。提出问题想一想，和谐舒适你和他大家一起正能量，直播继续乐哈哈！ 原图 ",无,无,False,无,2020-10-12 09:20,iPhone客户端,0,0,0
JoOkDiulI,眉眼倦怠成往事,眉眼倦怠成往事:#尚九熙[超话]#怪不得别人都说九熙通透，他说的，不必爱的浓烈，但是要爱的长久，真的是不容易的一件事  原图 ,无,无,True,无,2020-10-12 09:19,尚九熙超话,21,0,1
JoOkebx6u,卖火柴的小百合,"卖火柴的小百合:#尚九熙[超话]# [哈哈] #尚九熙德云断头台# 九熙，就希望你可以天天开心啊～比心今晚还有直播冲啊～P.s.第一次画这种，对着描都好难啊尤其是眼睛,日常希望拥有九熙的手，随手就是一幅 原图 ",无,无,True,无,2020-10-12 09:18,尚九熙超话,31,0,14
JoOjajZOi,88-87-97,"转发理由:#尚九熙德云斗笑社# 宝子，咱们第二季见。  
原始用户: 王海我爱ARTHUR
转发内容: 《德云斗笑社》第一季录制完美收官感谢所有人期待第二季#德云斗笑社#  [组图共9张] 原图 ",无,无,False,无,2020-10-12 09:16,熙熙嘻嘻嘻Android,0,0,0
JoOefpi9w,是甜熙熙的我啊,是甜熙熙的我啊:今天也是爱尚九熙的一天团综录完啦，我的宝藏熙熙每天都要开心呀  [组图共2张] 原图 ,无,无,True,无,2020-10-12 09:04,HUAWEI Mate 30 5G,0,0,0
JoOcBsAom,是甜熙熙的我啊,是甜熙熙的我啊:今天也是很爱尚九熙的一天我昨天梦见熙熙和我坐在家里话家常🙈  [组图共6张] 原图 ,无,无,True,无,2020-10-12 09:00,HUAWEI Mate 30 5G,0,0,0
JoOcAw2b8,有滑板的企鹅,有滑板的企鹅:#尚九熙[超话]#终于忙完啦！有时间闲下来！编了一个可以把九熙照片转动的程序！庆祝庆祝尚九熙晚上第一次直播#尚九熙德云斗笑社##尚九熙直播# 有滑板的企鹅的微博视频  ,无,无,True,无,2020-10-12 09:00,尚九熙超话,22,0,6
JoObL9v0c,熊宝宝水晶_aaj,"转发理由:我要准备炸鸡，已经胖了不怕再胖点，过了直播再减肥。#尚九熙直播# 好好爱他吧  
原始用户: 德云尚九熙宇宙后援团
转发内容: #尚九熙[超话]# [为爱发光]#尚九熙德云斗笑社# [为爱发光]#尚九熙德云断头台# [为爱发光]旻天应钟，奔赴山海盼望着，盼望着，尚老师首次直播来咯！关注腾讯视频「尚九熙」，点关注，不迷路，板凳搬好排排坐，瓜子饮料爆米花都准备好了吗？http://t.cn/A6baUJqv ，上腾讯视频来尚九熙直播间作客吧！[为爱发光]后院温馨提示:心情激动能理解，偏激言论不可取！请各位观众朋友理性看直播，友好互动，适当发弹幕问问题，控制情绪，注意场合。提出问题想一想，和谐舒适你和他大家一起正能量，直播继续乐哈哈！ 原图 ",无,无,False,无,2020-10-12 08:58,尚九熙V+,0,0,0
JoO8skEiG,是奶熙呀,"转发理由:#尚九熙德云斗笑社#  一起来看崽崽吧  
原始用户: 德云尚九熙宇宙后援团
转发内容: #尚九熙[超话]# [为爱发光]#尚九熙德云斗笑社# [为爱发光]#尚九熙德云断头台# [为爱发光]旻天应钟，奔赴山海盼望着，盼望着，尚老师首次直播来咯！关注腾讯视频「尚九熙」，点关注，不迷路，板凳搬好排排坐，瓜子饮料爆米花都准备好了吗？http://t.cn/A6baUJqv ，上腾讯视频来尚九熙直播间作客吧！[为爱发光]后院温馨提示:心情激动能理解，偏激言论不可取！请各位观众朋友理性看直播，友好互动，适当发弹幕问问题，控制情绪，注意场合。提出问题想一想，和谐舒适你和他大家一起正能量，直播继续乐哈哈！ 原图 ",无,无,False,无,2020-10-12 08:49,无,0,0,0
JoO7hjfo6,蚊子0413,"转发理由:#尚九熙[超话]# #尚九熙德云斗笑社# 别吃别人爆米花，吃自己的  
原始用户: 德云尚九熙宇宙后援团
转发内容: #尚九熙[超话]# [为爱发光]#尚九熙德云斗笑社# [为爱发光]#尚九熙德云断头台# [为爱发光]旻天应钟，奔赴山海盼望着，盼望着，尚老师首次直播来咯！关注腾讯视频「尚九熙」，点关注，不迷路，板凳搬好排排坐，瓜子饮料爆米花都准备好了吗？http://t.cn/A6baUJqv ，上腾讯视频来尚九熙直播间作客吧！[为爱发光]后院温馨提示:心情激动能理解，偏激言论不可取！请各位观众朋友理性看直播，友好互动，适当发弹幕问问题，控制情绪，注意场合。提出问题想一想，和谐舒适你和他大家一起正能量，直播继续乐哈哈！ 原图 ",无,无,False,无,2020-10-12 08:47,尚九熙超话,46,0,3
JoO68aUke,tulanx,"转发理由://@德云尚九熙宇宙后援团:#尚九熙[超话]# #尚九熙德云斗笑社# 小园子or摄像大机，都会搬好小板凳听相声哒[打call] #尚九熙德云断头台#  
原始用户: 腾讯视频德云斗笑社
转发内容: #德云斗笑社#【吃个大褂】第三十一辑节目里说相声和在小园子说相声有什么区别听听师兄弟们@德云社栾云平 @烧饼DYS @我是老四曹鹤阳 @孟鹤堂 @张鹤伦 @杨九郎L @周九良 @尚九熙 @秦霄贤 是怎么想的腾讯视频德云斗笑社的微博视频  ",无,无,False,无,2020-10-12 08:44,nova5Pro人像超级夜景,0,0,0
JoO2pCmvb,德云尚九熙宇宙后援团,德云尚九熙宇宙后援团:#尚九熙[超话]# [为爱发光]#尚九熙德云斗笑社# [为爱发光]#尚九熙德云断头台# [为爱发光]旻天应钟，奔赴山海盼望着，盼望着，尚老师首次直播来咯！关注腾讯视频「尚九熙」，点关注，不迷路，板凳搬好排排坐，瓜子饮料爆米花都准备好了吗？http://t.cn/A6baUJqv ，上腾讯视频来尚九熙直播间作客吧！[为爱发光]后院温馨提示:心情激动能理解，偏激言论不可取！请各位观众朋友理性看直播，友好互动，适当发弹幕问问题，控制情绪，注意场合。提出问题想一想，和谐舒适你和他大家一起正能量，直播继续乐哈哈！ 原图 ,无,无,True,无,2020-10-12 08:35,尚九熙超话,842,107,166
JoNYS4snE,X十鱼,X十鱼:#尚九熙[超话]##尚九熙##尚九熙德云断头台#         今天天气是晴          心情是好想你  原图 ,无,无,True,无,2020-10-12 08:26,尚九熙超话,5,0,0
JoNKrjmPi,猪轩轩,猪轩轩:#尚九熙[超话]##唯爱九熙，一路同行# 直播词条总结，有想问的可以去直播通知下边留言，据说会有翻牌！热评问题也有可能会直播回答！前两天孩子辛苦了，今天希望孩子开开心心！所以烦请大家专注九熙，专注九熙，专注九熙！  原图 ,无,无,True,无,2020-10-12 07:50,尚九熙超话,126,0,68
JoNDkt2Qt,方圆几里的小企鹅,"转发理由://@德云尚九熙宇宙后援团:#尚九熙[超话]# [酷炫街舞给手]#尚九熙德云斗笑社# #尚九熙德云断头台# 铁汁们！明天赶紧都进直播间！叫上三姑六舅母，八姨九婶儿！上银儿袄！  
原始用户: 腾讯视频德云斗笑社
转发内容: #德云斗笑社##尚九熙直播# 你们期待的9C @尚九熙  直播来咯！10月12日晚上8点上@腾讯视频  搜索【尚九熙】，提前关注腾讯视频号，直播不迷路～，赶快来留言想和9C说的话，就有机会被翻牌哦，另外直播发电榜前三名的粉丝，可以获得【尚九熙签名照】福利http://t.cn/A6U76SOI  原图 ",无,无,False,无,2020-10-12 07:33,vivo S7轻薄自拍旗舰,0,0,0
JoNyIoGx4,星晚__,星晚__:#尚九熙[超话]#[心]#尚九熙德云断头台#  ☀️Ｇｏｏｄ Ｍｏｒｎ i̤̮ ｎｇ        今天也要爱熙熙呀  原图 ,无,无,True,无,2020-10-12 07:21,尚九熙超话,14,0,0
JoNyj08Zp,张肖,张肖:梦到德云社好多人  在平遥古城里住着  我看见九良在九熙家院子坐着 然后也去九熙家玩  九熙老婆做饭 我还帮忙看孩子了  ,无,无,True,无,2020-10-12 07:20,小米6 拍人更美,0,0,0
JoNrwhArU,毛毛_刘丧丧本丧,"转发理由:九熙九熙九熙  
原始用户: 腾讯视频德云斗笑社
转发内容: #德云斗笑社##尚九熙直播# 你们期待的9C @尚九熙  直播来咯！10月12日晚上8点上@腾讯视频  搜索【尚九熙】，提前关注腾讯视频号，直播不迷路～，赶快来留言想和9C说的话，就有机会被翻牌哦，另外直播发电榜前三名的粉丝，可以获得【尚九熙签名照】福利http://t.cn/A6U76SOI  原图 ",无,无,False,无,2020-10-12 07:04,vivo X20全面屏手机,0,0,0
JoNpAzU61,尚九熙_爱他数据站,尚九熙_爱他数据站:#尚九熙[超话]#sjx#尚九熙直播# sjx#尚九熙德云斗笑社# 希望今天直播大家管好自己哦不要发着不该问的问题我们一起陪他嘻嘻哈哈开开心心的直播完🚝 0814南京  [组图共4张] 原图 ,无,无,True,无,2020-10-12 06:59,尚九熙超话,44,0,7
JoNoZnaMd,奥利奥可可奶茶,奥利奥可可奶茶:#德云斗笑社##尚九熙德云斗笑社# 今晚8:00，期待九熙的直播闹钟⏰已经订好啦 ，就等你开播出啦#德云斗笑社#  原图 ,无,无,True,无,2020-10-12 06:57,莫有头滴iPhone 11,2,0,0
JoNfHq5FH,分开也像同渡过leslie,"转发理由:#孟鹤堂 德云斗笑社# 孟孟脚丫真瘦 九熙业务挺熟练啊这一幕 让我想到了一部我很喜欢的喜剧电影  
原始用户: 无思则不在
转发内容: #孟鹤堂[超话]##孟鹤堂 德云斗笑社# #孟鹤堂说的这才叫相声# 遗世独立，不为纷扰慢行程修身齐家，多才多艺敢争先 无思则不在的微博视频  ",无,无,False,无,2020-10-12 06:35,vivo X20全面屏手机,0,0,0
JoNem8I3Q,an慕熙88,an慕熙88:#尚九熙[超话]#能在过生日的时候看到九熙的直播太开心了，能期待一下被翻牌子吗[允悲]  [组图共2张] 原图 ,无,无,True,无,2020-10-12 06:31,尚九熙超话,4,0,2
JoNagBG9a,初归M,初归M:#何九华尚九熙[超话]##尚九熙德云斗笑社# 你呀你 还会回来吗是见面了吧，就算不是搭档见面也可以寒暄的吧 cr@紫旋Morado_  [组图共2张] 原图 ,无,无,True,无,2020-10-12 06:21,何九华尚九熙超话,14,2,2
JoN80aOsO,嗨小米的日常,嗨小米的日常:【#德云斗笑社#】大伙开会画画，应该让九熙和栾队来一个，专业选手之间的对决 嗨小米的日常的微博视频  ,无,无,True,无,2020-10-12 06:16,微博网页,15,3,1
JoMH5ArBi,初夏_bustling,初夏_bustling:终于晋级啦！我的尚九熙超话等级升级为LV.10，获得了知名粉丝头衔！快来#尚九熙[超话]#恭喜我吧~  ,无,无,True,无,2020-10-12 05:09,超话,0,0,0
JoMtWxZL2,井玖逾,井玖逾:看到有人剪九熙和筱贝的视频，意外的觉得不错√cp名贝熙，但是我很容易串到jo里…贝西贝西贝西贝西贝西贝西贝西哟  原图 ,无,无,True,无,2020-10-12 04:37,小米8 SE,2,0,0
JoLXfe6ja,岳不怂怂怂,岳不怂怂怂:没事 尚九熙有事 上！九熙！  ,无,无,True,无,2020-10-12 03:16,郭麒麟送的Android,3,0,3
JoLUxlsBN,有梦想的茶安,"有梦想的茶安:#尚九熙[超话]#还是那句话:永远偏爱尚九熙The world owes you tenderness ,I give it.（这世界欠你的温柔，我给）#尚九熙我爱你#  原图 ",无,无,True,无,2020-10-12 03:10,尚九熙超话,19,0,1
JoLlNdiGt,灡扬之歌,灡扬之歌:我在#德云斗笑社#斗笑能量榜为@尚九熙  助力，说学逗唱的尚九熙哥哥加油！ 德云斗笑社斗笑能量榜  ,无,无,True,无,2020-10-12 01:44,nova5Pro人像超级夜景,0,0,0
JoLlAvUK8,竹本无心藕虽有孔,竹本无心藕虽有孔:俺觉得尚九熙和周九良配对也应该能走的挺远，会很默契。九良能拽得住九熙。俩人能有不一样的火花。我真心没想拆谁对儿，堂堂和九良也很喜欢的  ,无,无,True,无,2020-10-12 01:44,iPhone,5,0,2
JoLj1xpEu,懒得理你的拽哥,"转发理由:让他吃让他吃！//@德云尚九熙宇宙后援团:#尚九熙[超话]# #尚九熙德云斗笑社# #尚九熙德云断头台# 又吃又吃[doge]  
原始用户: 斗笑社成精话筒
转发内容: #德云斗笑社# 欢迎收看斗笑社吃播休息期间，@杨九郎L @尚九熙 狂吃鸡腿停不下，精精已经看饿了花絮：杨九郎尚九熙吃鸡翅太香了  ",无,无,False,无,2020-10-12 01:37,七队小仙女Android,0,0,0
JoL6qyhl9,繁星_Chris,繁星_Chris:#尚九熙德云斗笑社# 请你全力以赴的开心🧡累了记得回头我们永远都在    #尚九熙德云断头台#  繁星_Chris的微博视频  ,无,无,True,无,2020-10-12 01:06,尚九熙超话,1,0,0
JoL305RBh,moti_33,moti_33:从上次九熙九华分开 我就总觉得还有什么大事要发生 果然是因为冬天快到了。。。。  ,无,无,True,无,2020-10-12 00:58,OPPO超视野全面屏R15,0,0,0
JoL1C9RvZ,三熙七木子花兮,三熙七木子花兮:#尚九熙[超话]#CC#尚九熙德云断头台# 🌃『不需要什么来日方长我要你今天就快乐』图源@九酿芋圆 （[心]一切授权看芋圆老师的置顶嗷～）禁❗快转  原图 ,无,无,True,无,2020-10-12 00:54,尚九熙超话,16,0,3
JoL10EbQT,Yang紫欣_,Yang紫欣_:#尚九熙[超话]##尚九熙德云断头台#愿你此去遍走长街短巷 且歌且行不曾匆忙愿你所遇随时有人分享 好友长伴永不散场愿你念念不忘都有回响 收获总能如愿以偿愿你历经人间世事无常 归来仍是少年模样陪伴和热爱可抵岁月漫长晚安好梦💜🐧～～  [组图共3张] 原图 ,无,无,True,无,2020-10-12 00:53,尚九熙超话,22,0,3
JoKZiyfgc,是抖抖抖抖森呀,是抖抖抖抖森呀:#尚九熙# 团综结束了九熙要好好休息几天哦下次节目单上可以拥有你的名字吗 保定·保定学院  显示地图 原图 ,无,无,True,#尚九熙#,2020-10-12 00:49,AI实力派 vivo Z1,0,0,0
JoKYqcaeP,是抖抖抖抖森呀,是抖抖抖抖森呀:#尚九熙#每日一问：尚九熙有新的合适的搭档了吗尚九熙可以恢复到可可爱爱的九熙状态了吗 保定·保定学院  显示地图 原图 ,无,无,True,#尚九熙#,2020-10-12 00:46,AI实力派 vivo Z1,0,0,1
JoKXpyrS6,清渺飞烟,清渺飞烟:#纸飞飞飞机[超话]#今晚是有九熙直播的一天呦～  原图 ,无,无,True,无,2020-10-12 00:44,纸飞飞飞机超话,1,0,0
JoKUxD1PE,甜橘酸奶布丁-,甜橘酸奶布丁-:屏幕上的光标一闪一闪，想对你说的话写写删删，说什么都过于俗套。其实呀，归根结底，不过是希望你快乐，做自己想做的事，放开手脚向前冲，千万不要再回头。夏天所有的遗憾，都会被秋天温柔的清风化解。晚安尚九熙   新的一天 让所有的美好都不期而遇  ,无,无,True,无,2020-10-12 00:37,OPPO Reno,0,0,0
JoKTG95W3,x-霄0804,x-霄0804:#尚九熙[超话]#九熙，放心，我们一直都在。只希望你更快乐！  ,无,无,True,无,2020-10-12 00:35,尚九熙超话,3,0,0
JoKQjvTlF,以昱啊,以昱啊:#尚九熙[超话]##手写晚安尚九熙# Day21 今儿表白尚老师。每次听到《迟迟》这句“我的少年那样朗然，那样温柔果敢”，不知为何总是想起尚老师。  原图 ,无,无,True,无,2020-10-12 00:27,尚九熙超话,25,0,2
JoKQa3EFg,草莓味的企鹅肉,草莓味的企鹅肉:#尚九熙[超话]##尚九熙德云斗笑社# 宝贝儿[心]辛苦啦！杀青快乐吖！回去好好休息哈，直播好好接受我们的热情哈哈哈  原图 ,无,无,True,无,2020-10-12 00:26,尚九熙超话,19,0,2
JoKNlFQKv,笑忘书里写春秋,笑忘书里写春秋:连小午更名后都跟了九熙所以九华真的只剩自己了么明明以前那么好啊原来已经分开一个月了啊  ,无,无,True,无,2020-10-12 00:19,iPhone客户端,1,0,0
JoKM1gAG3,上五樓揾迅妹,上五樓揾迅妹:好喜欢九熙愿小企鹅以后顺顺利利  ,无,无,True,无,2020-10-12 00:16,小米10,0,0,0
JoKFbdG03,忘崽milkk,忘崽milkk:#尚九熙德云斗笑社# 善良执着的小朋友杀青快乐！你真的真的超级棒嗷！辛苦啦！  ,无,无,True,无,2020-10-11 23:59,iPhone X,3,0,0
JoKDvf355,hanahaaaa,hanahaaaa:#尚九熙直播# 9c毕业啦🎓 斗笑社杀青啦明晚8点腾讯视频搜索尚九熙  一起来看老哥直播呀 我们下次再见吧💪  [组图共2张] 原图 ,无,无,True,无,2020-10-11 23:55,iPhone X,2,0,0
JoKBJkKum,一个柯keO啊,一个柯keO啊:#德云社摄像大机[超话]#杀青啦那就 耐心等节目的播出吧团综真好看大机真8错九熙真爱  原图 ,无,无,True,无,2020-10-11 23:51,德云社摄像大机超话,7,0,1
JoKAFnJc0,奶绿三分糖去冰加布丁,奶绿三分糖去冰加布丁:淦九熙跟姜姜的直播撞了，好烦啊  ,无,无,True,无,2020-10-11 23:48,iPhone客户端,0,0,2
JoKAbkSiC,雨是甜的呀,"转发理由:后面来自栾队的注视哈哈哈哈然后九郎和九熙默默跟着跳起来了  
原始用户: 腾讯视频德云斗笑社
转发内容: #德云斗笑社#@孟鹤堂 带@烧饼DYS @张鹤伦 @秦霄贤 排练《无价之姐》，师兄弟们唱跳可以啊，夹缝中捕捉到在后面偷偷学的@尚九熙 ，9C什么时候给大家安排一个花絮：“东北班”排练《无价之姐》  ",无,无,False,无,2020-10-11 23:47,iPhone客户端,0,0,0
JoKy1oWg3,澜Xi_97,澜Xi_97:团综杀青了，玩的开心吗？希望你永远是开心的而且只要你开心就够了未来的路，我依然陪你一起前行杀青愉快，我们一直在期待下周节目单上出现你的名字手动艾特尚九熙，就不打扰你啦，晚安 温州  显示地图 原图 ,无,无,True,无,2020-10-11 23:41,无,2,0,0
JoKvn7qx9,Yonnie_,Yonnie_:#尚九熙[超话]# #尚九熙直播# 九熙啊 大步往前走你莫回头一直能陪你的都只是了不起的自己所以 别在别人认为你应该走的轨迹上走做自己最舒服的和最喜欢的事我们陪你杀青快乐 明天直播见  原图 ,无,无,True,无,2020-10-11 23:35,尚九熙超话,27,0,1
JoKtS1zKq,你是我稳稳的幸福x,"转发理由:#德云斗笑社#   #尚九熙直播# #期待直播，希望孩子开开心心，也祈祷有些人不喜欢就不要去看了然后再去伤害他  
原始用户: 紫旋Morado_
转发内容: #德云斗笑社##尚九熙直播#  明天要直播啦，想听你说点轻松的事儿～画画旅游学艺写新节目和买买买，应该有好多好玩的事情可以分享。说说发型也行，你看这圆寸，多圆呐  [组图共2张] 原图 ",无,无,False,无,2020-10-11 23:31,无,0,0,0
JoKtAAqcT,Cassive_Roll,Cassive_Roll:#尚九熙[超话]##尚九熙德云断头台# sjx#尚九熙杀青快乐# 📍 0801苏州北出发让我康康是哪位麻麻又想我们的顺毛崽崽了！[胖红生气]哦又是我小朋友杀青快乐  原图 ,无,无,True,无,2020-10-11 23:31,尚九熙超话,29,1,1
JoKt4aMph,宛卿a,宛卿a:九熙九华闹了这么一出事  粉丝真的还能磕的动吗  ,无,无,True,无,2020-10-11 23:29,HUAWEI Mate30 Pro 5G,0,0,0
JoKslamSi,LYDand,LYDand:#尚九熙[超话]#九熙，我也有熊熊了，我们要不要做朋友啊？  原图 ,无,无,True,无,2020-10-11 23:27,尚九熙超话,2,0,2
JoKs1F3o2,墨叽是长安姑娘啊,"转发理由:哇塞//@给个乐听字幕组:#尚九熙[超话]##德云斗笑社# #尚九熙德云斗笑社# 来了！直播里能加个才艺不  
原始用户: 腾讯视频德云斗笑社
转发内容: #德云斗笑社##尚九熙直播# 你们期待的9C @尚九熙  直播来咯！10月12日晚上8点上@腾讯视频  搜索【尚九熙】，提前关注腾讯视频号，直播不迷路～，赶快来留言想和9C说的话，就有机会被翻牌哦，另外直播发电榜前三名的粉丝，可以获得【尚九熙签名照】福利http://t.cn/A6U76SOI  原图 ",无,无,False,无,2020-10-11 23:27,nova 5i Pro,1,0,2
JoKrr6doC,藏藏藏雅馨,藏藏藏雅馨:不能说有点相似吧，可以说是一模一样！！！（图一我朋友小时候，图二九熙小时候）可以说是尚九熙山西分熙~#尚九熙# 呼和浩特  显示地图 [组图共2张] 原图 ,无,无,True,#尚九熙#,2020-10-11 23:25,前后2000万 OPPO R11,1,0,1
JoKn1qhRN,谂虓琮xixi,谂虓琮xixi:#尚九熙[超话]##尚九熙直播# 明天晚上七点半上课九点半下课完美错过尚老师直播的我哭唧唧尚老师明天直播要开心哈  原图 ,无,无,True,无,2020-10-11 23:14,尚九熙超话,7,1,5
JoKklk6GB,林歌想喝旺仔,林歌想喝旺仔:祈祷团综 九熙可以和九华搭档.一定要带着破包袱回来  ,无,无,True,无,2020-10-11 23:08,尚九熙何九华超话,22,0,1
JoKjWfnen,星晚__,星晚__:#尚九熙[超话]# [心]#尚九熙德云断头台# 来是偶然 去是必然尽其当然 顺其自然所有过往 皆为序章所有将来 皆是可盼尚老师 杀青快乐！  原图 ,无,无,True,无,2020-10-11 23:07,尚九熙超话,35,0,9
JoKiqCh9m,是个橘子吖_,是个橘子吖_:我真想对九熙说   快跑路吧！又担心真的跑路就看不到说相声的尚九熙了  ,无,无,True,无,2020-10-11 23:03,三星Galaxy S9,0,0,0
JoKgT6mVJ,EternalSummer昕,EternalSummer昕:#尚九熙[超话]#sjc #尚九熙德云斗笑社# 会越来越珍惜每一次遇见 会有些困难 也在尽多一点努力于是看到便是心安斗笑社杀青愉快前面的路 我想继续陪你去看看❤️  [组图共4张] 原图 ,无,无,True,无,2020-10-11 22:59,尚九熙超话,485,19,64
JoKfQadUm,一支咖啡因儿,一支咖啡因儿:#德云斗笑社# sjc#尚九熙直播# 期待好久的直播，想听你唠唠家常，还有穿搭推荐，时尚潮流，和最爱的麻辣拌，我们直播见  原图 ,无,无,True,无,2020-10-11 22:57,Android,0,0,1
JoKfoE4Mk,宇治茶,宇治茶:听了一段尚九熙的活，德云斗笑社，活不错，声音也挺稳  ,无,无,True,无,2020-10-11 22:56,Android,0,0,0
JoKePs6r4,爱喝咖啡de咖啡豆,"转发理由:#尚九熙德云斗笑社# 尚九熙特别好  
原始用户: 胖滚X
转发内容: #尚九熙[超话]##尚九熙德云斗笑社# 他会细心地收起戒指怕伤到别人 他把自己的温柔都藏在细节里 愿他的善良能够不被辜负愿他也能被这世界温柔以待 胖滚X的微博视频  ",无,无,False,无,2020-10-11 22:54,HUAWEI Mate 30,0,0,0
JoKd7DLlx,紫旋Morado_,紫旋Morado_:#德云斗笑社##尚九熙直播#  明天要直播啦，想听你说点轻松的事儿～画画旅游学艺写新节目和买买买，应该有好多好玩的事情可以分享。说说发型也行，你看这圆寸，多圆呐  [组图共2张] 原图 ,无,无,True,无,2020-10-11 22:50,尚九熙超话,1382,40,214
JoKcFmgTZ,Valyn_,Valyn_:九熙画的九良好像呀！#德云社#  [组图共2张] 原图 ,无,无,True,无,2020-10-11 22:49,荣耀30 5G,1,0,1
JoKbc1Odz,asdfghj昵称,asdfghj昵称:明天#尚九熙直播##张云雷牵挂#  ,无,无,True,无,2020-10-11 22:45,HUAWEI nova 2s,0,0,0
